website,page_url,page_name,content,content_hash,topics,last_scraped
www.wikipedia.org,https://www.wikipedia.org/,home,"Wikipedia The Free Encyclopedia Search Wikipedia en Afrikaans Shqip العربية Asturianu Azərbaycanca Български 閩南語 / Bân-lâm-gú বাংলা Беларуская Català Čeština Cymraeg Dansk Deutsch Eesti Ελληνικά English Español Esperanto Euskara فارسی Français Galego 한국어 Հայերեն हिन्दी Hrvatski Bahasa Indonesia Italiano עברית ქართული Ladin Latina Latviešu Lietuvių Magyar Македонски Malagasy मराठी مصرى Bahasa Melayu Bahaso Minangkabau မြန်မာဘာသာ Nederlands 日本語 Norsk (bokmål) Norsk (nynorsk) Нохчийн Oʻzbekcha / Ўзбекча Polski Português Қазақша / Qazaqşa / قازاقشا Română Simple English Sinugboanong Binisaya Slovenčina Slovenščina Српски / Srpski Srpskohrvatski / Српскохрватски Suomi Svenska Kiswahili தமிழ் Татарча / Tatarça తెలుగు ภาษาไทย Тоҷикӣ تۆرکجه Türkçe Українська اردو Tiếng Việt Winaray 中文 Русский 粵語 Search Donate now The internet we were promised An important update for readers in Australia . You deserve an explanation, so please don't skip this 1-minute read. If you've lost count of how many times you've visited Wikipedia this year, we hope that means it's given you at least $2.75 of knowledge. If so, please join the 2% of readers who give to keep this resource available for all. After nearly 25 years, Wikipedia is still the internet we were promised—an oasis of free and collaborative knowledge. By visiting Wikipedia today, you're choosing a free and fair internet: a space to find facts you need without the distraction of ads or the agendas of wealthy owners. If you are undecided, remember most readers don't donate, so any contribution helps – and monthly gifts are the best option for a lasting impact. So if Wikipedia provides you with $2.75 of knowledge, please donate today. Thank you. You deserve an explanation. An important update for readers in Australia . Please don't skip this 1-minute read. Today we're running a short fundraiser to support Wikipedia. If you've lost count of how many times you've visited Wikipedia this year, we hope that means it's given you at least $2.75 of knowledge. If so, please join the 2% of readers who give to keep this resource available for all. After nearly 25 years, Wikipedia is still the internet we were promised—created by people, not by machines. It's not perfect, but it's not here to push a point of view. It's owned by a non-profit, not a giant technology company or a billionaire. Most readers donate because Wikipedia is useful to them, others because Wikipedia is more important than ever. If you feel the same, please donate $2.75 today—or consider a monthly gift to help all year. Thank you. Please select an amount ( $ ) . The average donation in Australia is around $11 . Many first-time donors give $2.75 . All that matters is that you're choosing to stand up for free, open information; and for that, you have our gratitude. $2.75 $ 5 $ 10 $ 20 $ 30 $ 50 $ 100 Other How often would you like to donate? One time Give monthly Donate Now We ask you, sincerely: don't skip this, join the 2% of readers who give. Proud host of Wikipedia and its sister sites Collapse The internet we were promised After nearly 25 years, Wikipedia is still the internet we were promised— an oasis of free and collaborative knowledge. Today, we ask you to join the 2% of readers who support this space. If everyone reading this right now gave just $2.75 , we'd reach our goal quickly. — The Wikimedia Foundation, host of Wikipedia and its sister sites . The internet we were promised After nearly 25 years, Wikipedia is still the internet we were promised— an oasis of free and collaborative knowledge. Today, we ask you to join the 2% of readers who support this space. If everyone reading this right now gave just $2.75 , we'd reach our goal quickly. — The Wikimedia Foundation, host of Wikipedia and its sister sites . Donate now",6290e9b9824139a8802c0e8c59059da2,,2025-09-09T07:07:35.390394
www.designit.com,https://www.designit.com/do-no-harm,do-no-harm,"D o N o H a r m We believe that innovation and creativity should be aligned with the well-being of people and the planet—and we're not the only ones. International regulatory frameworks are increasingly focused on ensuring responsible business practices, such as the EU's Corporate Sustainability Due Diligence Directive (CSDD) , California Consumer Privacy Act (CCPA) , and EU AI regulations. Designit's Do No Harm Framework helps you navigate these crucial themes as sustainability issues become more pressing and consumers and employees move towards ethics and value alignment with brands. By adopting a Do No Harm approach, businesses can more efficiently anticipate, prevent, and respond to potential harms. This practical guide transforms good intentions into documented positive impacts, providing a clear path for responsible and sustainable business practices Consider the various areas where applying the Do No Harm framework to your projects can support better outcomes and drive transformative change: Policy and changing legislative landscapes AI considerations Risk management Sustainability considerations Brand ethics and consumer implications Forecasting and preparedness Recruitment and retention Culture boosting Learn more about our framework to discover how this approach can assist you and your business in making informed decisions. Creative Review: Should we be worried about AI washing? Media Post: 'AI Washing' Is A Thing More Creatives Should Know About Creative Bloq : Creatives need to be vigilant about AI washing Media Shotz: Top creatives blind To ‘AI washing’ – global poll Association of National Advertisers: A Better, More Transparent Way Forward with Social Media Business News: Three business predictions for 2024 - From Dr. Pardis Shafafi Want to know more about how Do No Harm can benefit your business? We'd love to hear from you. Get in touch. Contact Dr. Pardis Shafafi Global Responsible Business Lead, Oslo pardis.shafafi@designit.com LinkedIn Giulia Bazoli Lead UX Designer, Oslo giulia.bazoli@designit.com LinkedIn Deepshikha Kamerkar User Experience Designer, Bengaluru deepshikha.kamerkar@designit.com LinkedIn Elphège Barthe Senior Designer, London elphege.barthe@designit.com LinkedIn Myriam Molitor Service Designer, London myriam.molitor@designit.com LinkedIn Carla Damerell Lead Service and Strategic designer, Madrid carla.damerell@designit.com LinkedIn Related content Supporting at-risk youth in completing their education. Bridging Service for the schools of Bydel Grünerløkka Improving the patient experience. Oslo University Hospital Destigmatising mental health. ReachOut Show more work → Read more Point of view – Mar 31, 2023 The power of Do No Harm in design: Part one Read more Learn more Point of view – Apr 12, 2023 The power of Do No Harm in design: Part two Read more Show more stories →",28dc3dd0dd111a3e26188bd4af9e681b,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/privacy,privacy,"P r i v a c y N o t i c e Your privacy is important to Designit, and we are committed to protecting your personal data. It is of great value to us that you trust us to process your personal data, and this privacy notice will provide you with information in relation to how we process your personal data when you visit our website, subscribe to our newsletter, inquire about our services, etc. Throughout this privacy notice, “Designit” refers to Wipro companies operating under the Designit brand, such as but not limited to Wipro Designit Services, Inc. and Designit A/S and their subsidiaries and affiliates (also referred to as “we”, “us” or “our”). Designit maintains appropriate technical and organisational security and confidentiality measures to protect your personal data from unauthorised use or access, accidental loss, damage, destruction, theft, or disclosure. 1. What kind of personal data do we collect, and when do we process personal data? 1.1 Visiting Designit website on https://www.designit.com When you access our website, we receive information about your general location, which pages you visit and for how long, the device you use and its capabilities, as well as any links you may have clicked to get here. Further, we receive information relating to your IP address (however obfuscated). We process your personal data to ensure the functionality of our website. The legal basis is Section 6(1) of the Data Protection Act and Article 6(1)(f) of the EU General Data Protection Regulation (“GDPR”). Our legitimate interests are to measure the traffic to our website and individual pages on it. Our websites etc., may contain links to other websites which are outside our control and are not covered by this privacy notice. If you access other sites using the links provided, the operators of these sites may collect information from you, which will be used by them in accordance with their privacy policy, which may differ from ours. 1.2 Newsletters If you have given your consent to receive our newsletter, we will process your contact information (name and email address) to provide you with the newsletter. The legal basis is section 6(1) of the Data Protection Act and art. 6(1)(a) of the GDPR. You can withdraw your consent to receiving our newsletter at any time by contacting us using the contact information in clause 6. You may opt out of receiving communications from us by following the unsubscribe link or instructions provided in the emails we send. 1.3 Cookies Our website uses Google Analytics, which uses cookies to track information regarding your use of the website. Some of the information that we collect using cookies might contain personal data. Please see our cookie policy for more information about our use of cookies: https://www.designit.com/cooki... To learn about Google privacy practices, visit https://policies.google.com We process your personal data based on our legitimate interests to improve our website. The legal basis is Section 6(1) of the Data Protection Act and Article 6(1)(f) of the GDPR. 1.4 Suppliers, vendors, and customers When you as a supplier, vendor or customer are in contact with us – either on behalf of your organisation or as a sole trader (not acting on behalf of an organisation) – we will process personal data to fulfil the contract we have with you or your organisation. In that context, we may process information on your: name organisation position in the organisation telephone number email address If you are a representative of an organisation, the legal basis for our processing is art. 6(1)(f) of the GDPR. Our legitimate interests are that we need to process your personal data to fulfil the contract that we have with your organisation or to reply to your queries. If the services are provided by you as a sole trader, the legal basis is art. 6(1)(b) of the GDPR, as the processing is necessary for the performance of the contract with you. 1.5 Do Not Track Disclosure We support Do Not Track (“DNT”). Do Not Track is a preference you can set in your web browser to inform websites that you do not want to be tracked. You can enable or disable Do Not Track by visiting the Preferences or Settings page of your web browser. 2. Recipients of personal data Some personal data is stored and processed by our processors in connection with our external hosting of website, Amazon Web Services. The storing of personal data with our external providers (our processors) are subject to the rules of data protection law, and we have entered into data processing agreements with all processors to ensure that your personal data is not disclosed to other third parties. In addition to the above, we may share your personal data with third parties when we have a good-faith belief that we must do so to meet a legal requirement. 3. Third country transfers We may transfer your personal data to countries outside the EU/EEA, including group companies. Designit is present worldwide, and the information you provide to us may be shared with our colleagues in other countries, also outside of the EU/EEA. In the case of third-country transfers to group companies, the appropriate or suitable safeguards are the use of EU Commission standard contractual clauses for the transfer of personal data to third countries. A copy of the relevant standard contractual clauses can be obtained by contacting privacy@designit.com . The third-country transfer is based on GDPR art. 46(2)(c). 4. Storage and deletion All personal data is deleted when it is no longer necessary for the purposes for which it was processed. Generally, we delete all personal data no later than 24 months after it has been collected. We delete the information that we collect using cookies containing personal data no later than 24 months after it has been registered by us. 5. Your rights Data protection law gives you a range of rights in connection with our processing of your personal data. In this regard, you have the right to request access to the personal data concerning you that we process. Further, you may request that we rectify or delete the personal data or restrict the processing of your personal data if you think it is inaccurate. Furthermore, you have the right to object against the processing based on our legitimate interests on a legal basis. We are required to assess and act on your request. Additionally, you also have the right to data portability if it should become relevant. You also have the right to file a complaint if you have reason to believe that the processing of your personal data does not comply with your local data protection law: For GDPR related matters, you have the right to file a complaint with the Danish Data Protection Agency, Datatilsynet. The contact information of Datatilsynet is Datatilsynet, Carl Jacobsens Vei 35, 2500 Valby, telephone: +45 3319 3200, email: dt@datatilsynet.dk . For CCPA related matters, you have the right to file a complaint with the Office of the Attorney General for the State of California. The contact information can be found at https://oag.ca.gov/privacy/ccp... ; In addition, if you want to read more about your rights under the CCPA, please refer here . 6. Contact information If you have any questions regarding this privacy notice or our processing of your personal data, please contact us at privacy@designit.com . Further, you may contact us at Designit A/S, Bygmestervej 61, 2400 Copenhagen NV, Denmark. For matters related to Wipro Designit Services, Inc., you may contact us at PO Box 21129, Seattle, WA 98111 7. Miscellaneous For the sake of clarity, please note that this privacy notice does not apply to the processing of personal data about candidates, employees, or consultants. This privacy notice supplements, but does not replace, other policies/notices and terms that apply to any specific service made available by Designit or any of our group companies. The privacy notice may be updated from time to time, and we recommend that you check this page regularly to stay up to date on any changes we have made. This privacy notice is effective as of 14.04.2023.",b272f37a932a95a305ab3ff28f05455c,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/contact,contact,"L e t ’ s t a l k If you’re in need of design or you’re simply curious to know more about the team, we’re waiting to hear from you. Find your local studio or check out our open positions . For press, please shoot us a message . Or if you have something else on your mind get in touch below. The choice is yours.",cdc6238de7c9402cc7c9cf8b3237dc8a,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/,home,"Designit JFK Terminal 4 Creating a future-ready Terminal 4 at JFK airport. EPI Building bridges between payment players across Europe. HemoCue Revitalising a legacy brand for global leadership in point-of-care diagnostics. Los Angeles World Airports Ready to take the airport worker experience to new heights and turbocharge productivity? JFK Terminal 4 Creating a future-ready Terminal 4 at JFK airport. 1 / 4 Designit is a call to action to make the difference we want to see in the world. Together with our partners, we blend a humanity-centred approach with the latest technology to respond to the challenges of a fast-evolving world and foster connections: within organisations, between brands and people, between humanity and technology. We thrive on creating new solutions to complex problems. So, whether you come to us to solve something specific or want to explore the wide range of possibilities for your organisation, we use Innovation, Experiences, and Brand & Marketing to bring your ideas to life. Keen to dive deeper into what we offer? Check out our services here . R e s p o n s i b l e b y d e s i g n Do No Harm is our guiding principle. It highlights our responsibility to not expose people and the planet to additional risks through our actions. To take a step back from an intervention to look at the broader context. At every stage of the project—from definition to launch—we use a framework to evaluate, reassess, and mitigate potential negative effects. It's our commitment to responsible and value-driven design, ensuring we futureproof the impact we create, reducing risks of harm today and tomorrow. Explore how Do No Harm can help you . D i f f e r e n t b y d e s i g n As an important part of our mission, we want to help our clients to embed Diversity, Equity and Inclusion (DEI) practices throughout their organisation. The aim is to equip employees, managers, and leaders with the skills, mindset, and materials to make inclusion a fundamental way of working that reflects in their products, services, and bottom line. Here’s our approach to DEI . Curious to know how we can help your organisation shine through design and experiences? Learn more about our work , services and the industries we help progress. W o r k h i g h l i g h t s Creating a future-ready Terminal 4 at JFK Airport. JFK Terminal 4: Defining a North Star Vision Transforming the LAX employee experience. Los Angeles World Airports Building bridges between payment players across Europe. EPI Building brand desirability and customer experience. Pandora Elevating Danish mobility. Moove Group Revitalising a legacy brand. HemoCue Show more work → S t o r i e s Read more Point of view – Dec 02, 2024 The power of lifestyle choices in shaping a sustainable future Read more Learn more Point of view – Nov 27, 2024 Six rules for brands to court controversy and thrive Read more Dive in Point of view – Oct 14, 2024 Design the future: An interview with Annette Reiffenstein, Head of Employee Experience at Lufthansa Group Read more Learn more Point of view – Oct 10, 2024 Why customers are still left behind in the 2024 energy transition Read more Prioritising people and sustainability in modern cities. Point of view – Sep 20, 2024 Reimagining urban spaces: Prioritising people and sustainability in modern cities Read more Reimagining mobility Point of view – Sep 10, 2024 How to reimagine mobility in a world obsessed with cars Read more Learn more Point of view – Aug 08, 2024 Navigating the complicated relationship between social media users, platforms, and marketers Read more See more Point of view – Jul 19, 2024 The brand lesson in Coca-Cola's Olympic ‘hugging can’ design Read more Show more stories →",f4c0b322e5e9e58316a7e15d939ea9d3,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/dei,dei,"D i f f e r e n t b y d e s i g n Design at its core is about the lived human experience. It’s creating products, services and experiences that identify unique problems and solving them with the most effective solutions for the widest range of people. But what if ‘the widest range of people’ isn’t wide enough? Applying Diversity, Equity and Inclusion (DEI) principles to your design process and company culture allows you to extend your offerings and further meet the diverse needs of your employees and customers. Simply put, it considers the full range of human diversity with respect to ability, language, culture, gender, age and other forms of human differences. Inclusive culture As far as first steps go, there’s no one-size-fits-all answer. A lot will depend on the culture you already have within your company and how diverse it already is. But one thing is for sure: To successfully create broader offerings for the full range of human diversity, you need to guarantee an inclusive culture and give diverse talent a sense of belonging when they join the organisation. ‘Changing an organisation’s culture is one of the most difficult leadership challenges. That’s because an organisation’s culture comprises an interlocking set of goals, roles, processes, values, communications practices, attitudes and assumptions.’ - Steve Denning , Forbes contributor An emphatic approach Inclusion requires an extra touch of sensitivity because of the very nature of the topic. The approach needs to be: Meaningful: A organisational purpose that resonates with everyone and is clearly communicated. Comprehensible: People are prepared to change if they understand the necessity of change and their contribution to it. Manageable: Measure effort according to the resources to achieve sustainable results in the long term. Inclusivity as a methodology As an important part of our mission, we want to help our clients to embed inclusive practices throughout their organisation. The aim is to equip employees, managers, and leaders with the skills, mindset, and materials to make inclusion a fundamental way of working that reflects in their products, services, and bottom line. We work with DEI by Understanding the purpose of your organisation and building a future vision with you. We set up a solid and shared understanding of Awareness on DEI, define a path, and prioritise the Actions that will make you achieve your vision. The awareness program at a glance: Our unconscious biases play first every time we make a decision, and in every decision-making moment, we have the chance to include or exclude someone. That’s why one of the most challenging parts of inclusivity is Awareness. With the 4 modules program, we increase knowledge on Diversity, Equity and Inclusion in the broadest sense, and develop awareness to counter the biases that live within all of us to help you make more inclusive and equitable decisions: Starting with DEI Cover the basic concepts in module 1. Learn about diversity, equity, inclusion definitions to complex concepts as intersectionality, microaggression and stereotypes. Looking inwards Look inwards in module 2 by learning about unconscious biases and how to counter them. Plus, approaching our cultural lens by reflecting on ethnocentric and ethnorelative mindsets. Looking outwards After module 2, we’re ready to look outwards in module 3. The psychology of our social identity, the intersection of power and privilege explained, complemented with other key definitions as social justice, oppression or meritocracy. Skills & best practices Finally, equip ourselves with skills and tools to address DEI in our work routine and life in module 4. Put in practice skills for inclusive conversations, work across cultures, and take action through allyship and upstander culture. If you’re curious about how to apply a DEI lens to your processes and company culture, drop us a line . We’d love to talk.",31b6b43182c7c5d4d02f8113d94e1d4e,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/studios/seattle,studios/seattle,"S e a t t l e Ahhh the lush evergreen city of Seattle. Our studio is home to designers, developers, strategists and consultants since 2009, all on a mission to create strong connections between people and brands. Contact info 2277 158th Ct NE Bellevue, WA 98008 Get directions seattle@designit.com Relentless in their curiosity for what’s next, the Seattle studio comes together to ideate, experiment, and create the future. If you're ever in need of a wake-up, they also serve a pretty tasty cup of coffee. Work highlights Transforming the LAX employee experience. Los Angeles World Airports Reshaping brand perception Pluralsight Transforming lives by combating food inequality. Feed A Billion Redefining diversity & inclusion engagement Microsoft Inclusion Journey Elevating user experience Credit Karma Redefining industry standards Bently Nevada Show more work → Ready to join forces and collaborate on solving complex business problems using a design-led approach? Let’s create something insanely great together that will be of value to your business and your organisation, employees, and customers. Get in touch Rob Lederer Chief Commercial Officer, New York &             Seattle robert.lederer@designit.com LinkedIn Christine Bourdon Head of Design & Creative, Americas, New York &             Seattle LinkedIn",a189dba8a4afb30ddf7e9f9d044eacdc,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/stories/point-of-view/six-rules-for-brands-to-court-controversy-and-thrive,stories/point-of-view/six-rules-for-brands-to-court-controversy-and-thrive,"POV: Six rules for brands to court controversy and thrive How can brands court controversy without alienating the world to their carefully created brands? Date Nov 27, 2024 In Point of view By Nicholas LaManna Contact info for Nicholas LaManna Nicholas LaManna Brand Strategy Manager, Seattle nicholas.lamanna@designit.com LinkedIn Originally published in Mediashotz Much loved car brand Jaguar courted much controversy and shocked the world when it revealed a massive, bold and radical rebrand this week. Both consumers and marketing experts were left open mouthed by the reveal. Nicholas LaManna, Brand Strategy Leader at Designit , shared his insights on how brands can court controversy without alienating the world to their carefully created brands. Marmite is the ultimate opinion divider in the UK. Its marketing strapline is ‘You Either Love It Or Hate It’. And nothing gets Brits more riled than when they give their opinions on it. It’s become so ingrained in UK culture that ‘Marmite’ has now become a byword for something or someone that divides opinion. Without doubt, this is controversial terrain – and sometimes one that brands find they wander into accidentally. But for those brands that court controversy by design, like Marmite, well they can make some serious noise. So how do you court controversy as a strategy without letting it takeover and consume your brand? Courting controversy – aka ‘the Brewdog blueprint’ For some brands, controversy is intentional. They take a calculated risk, betting that the fame boost from being in the spotlight outweighs any negative associations that may arise. UK brewing company Brewdog exemplifies this method. In its early days, it leaned into controversy—naming products after drug cocktails, selling drinks inside taxidermed animals, and dropping stuffed cats from planes are just a few stunts that landed Brewdog in the court of public opinion. While controversy initially fuelled Brewdog’s growth, the prolonged backlash may have tarnished the brand’s image among drinkers. Brewdog may argue its tactics align with a ‘punk’ brand ethos, but there’s a sense that this value may have been retrofitted to justify its fame-at-any-cost approach—where tactics may have predated strategy. Controversy and navigating brand positioning Brands also tend to be more controversial in earlier and later stages of their lifecycle. Once they hit a certain critical mass and attempt to target the mass market, it’s not uncommon to see brands’ positioning become more diluted due to a misplaced believe that only way to grow is by sanding down our edges. Sports brands Nike and Gymshark both started off with a very specific target audience (athletes and gym goers respectively) before expanding to cater for wider audiences in pursuit of growth. However, Nike in particular seems to be making a return to messaging that harks back to its sporting roots with its ‘ winning isn’t for everyone ’ campaign. Similar to Patagonia, Nike’s return to a more aggressive message is based on the premise that it will boost brand loyalty amongst a particular customer segment, with the crucial difference being that it’s more of a conscious choice. Currently, it’s looking like a smart move that would-be controversy courters can learn from. Controversy and culture wars Sometimes, controversy is unintentional. Last year, Bud Light found itself in a ‘culture war’ after a partnership with transgender influencer Dylan Mulvaney, as part of a broader push to cultivate an inclusive image. The campaign sparked backlash and boycott from groups who felt ‘abandoned’ by Bud Light. The intensity of the backlash caught Bud Light off-guard, leading it to distance itself from Mulvaney — a decision that angered supporters and further damaged its reputation. Bud Light may have fared better sticking to its principles and using the attention to attract new, sympathetic customers. Industry vs audience controversy When evaluating controversial campaigns, it’s important to note that the advertising media industry is not a mirror of the thoughts and feelings of your audience. Apple’s recent ‘crush’ campaign for the iPad Pro, for example, evoked negative reactions among advertising insiders but had a more neutral reception with the general public. That said, the advert didn’t secure a very high effectiveness rating when tested with target audiences by System 1 either…so it’s possibly just a controversial and ineffective ad. In any case, the takeaway here is that it doesn’t matter what our industry thinks about the work – all that matters is your audience. If you think a potentially controversial campaign could be a good fit for your brand, consider some of our do’s and don’ts of courting controversy. If controversy is your aim… Do: Stay true to yourself A brand isn’t a chameleon. Make sure your bold statements match your true colours. Innocent (the wholesome smoothie company) couldn’t suddenly play the rebel and attempt to shock people, for example – it would feel too jarring and weird because it fundamentally contradicts what the brand stands for Do: Check the cultural temperature Even though climate change is the core of Patagonia’s DNA, the brand would most likely not speak out about the carbon footprints of private jets during a natural disaster, when said jets are being used to deliver supplies and emergency aid to those impacted. Do: Know your audience This allows you to actually lean into bad press and be unapologetic in your message and your offering, driving further loyalty amongst brand advocates. Swedish food company Oatly has done just this – it’s actually created a website called fckoatly.com to commemorate all of its controversies to date, in order to ‘help our fans—and the thousands of people who hate us—better understand everything that’s “wrong” with our company.’ Don't: Join a bandwagon Empty vessels make the most noise. If your brand has nothing relevant or insightful to say about a particular issue, then resist the temptation to chime in just because everyone else talking. People can always spot when a brand puts on clothes that clearly don’t fit. Don't: Stray from your vision Doing so risks alienating the one group you really can’t afford to – loyal brand advocates. If you say something that doesn’t resonate with your brand champions, they’ll question your brand’s association with their identity and the consequences could be grave. Don't: Be rigid Culture evolves and attitudes change. Sometimes humanity calls for a change of message, and you have to ignore point number two. There’s a possibility this won’t go down well with a portion of your brand’s fan base, this can be counteracted by appealing to a new audience which can build a stronger connection forge a happier alliance with your brand over the long term. These guidelines can help steer your brand through potentially polarising campaigns, but it’s crucial to note, that they’re just that – guidelines. When dealing with cultural topics, the goalposts are always shifting. What’s cool today might be cringe tomorrow. The key is to approach these situations with a strong conviction and the humility to pivot as the culture shifts around you. At the end of the day, backlash is inevitable – there’s no stance that will make everyone happy. Even a well-meaning action could alienate your core audience, but being nimble, authentic, and committed to your principles can help you navigate the choppy waters of culture and emerge stronger. Curious how your brand can deploy bold strategies while staying true to its identity? Let's chat . Related Dive in Point of view – Jun 09, 2025 Designing for the Now: Context-Aware Systems and the Future of CX Read more Learn more Point of view – Jan 15, 2025 How innovation is shaping the future of banking Read more Learn more Podcast – Dec 16, 2021 Episode 10: Workplaces don't work for everyone. So how can they be fixed? Read more Dive in Event – May 21, 2025 Designit, A/S Bygmestervej 61 2400, Copenhagen NV Beyond the lens 2.0: Balancing efficiency and originality in creative work Read more Show more stories →",81cb7fe5697c52d6e72040925fc460cd,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/humanity-centred-experiences-enhanced-by-genai,humanity-centred-experiences-enhanced-by-genai,"H u m a n i t y - c e n t r e d e x p e r i e n c e s e n h a n c e d b y G e n A I GenAI is poised to elevate the way companies design, innovate, and solve problems around human needs. We actively pursue this transformative potential and balance it with a clear vision of when humans should lead and when we should co-pilot. Regardless of the option used, we’re guided by our Do No Harm principle and always consider the unintended consequences of what we create could have on humanity. Opportunity spaces with &AI A humanity-centric approach to incorporating GenAI into your business unlocks numerous growth and innovation opportunities. Create new revenue and optimi s ation opportunities Identifying which components of your business can be augmented and automated to create novel revenue sources or optimise your operation. Deliver superior products, experiences and propositions Translating visionary fluid experiences that enhance your clients’ lives into concrete products today. Ensure a smooth and impactful acquisition of GenAI throughout your teams Defining employee experience, processes and cultural change strategies for GenAI-enabled organisations. Incorporate GenAI in your own experience innovation processes Reimagination of research, conceptualisation, and operation across all experience and product functions for greater impact. Our offerings 1. Im pactful opportunities GenAI can help you streamline tasks and find new ways to run your business. This frees up your time to focus on what matters and create a more efficient operation. Service: &AI Scouting Three weeks to identify growth opportunities enabled by GenAI and assess your externalities. 2. Materialising visionary experiences With GenAI, you can turn your best ideas into real products and experiences that make a difference for your customers. This means better products and services for both you and them. Service: &AI Experiment A design sprint to prototype differentiating experiences that are liquid, multimodal, and ultra-personalised. 3. GenAI enabled EX Getting the most out of GenAI for your team is about three things: making it easy and helpful for them to use, improving workflows, and adjusting company culture to fit this new technology. Service: &AI Cultural probe Three weeks to ease into GenAI adoption in your team and cultural context. 4. Reimagined innovation management By generating product ideas, crafting mock-ups, and automating testing, GenAI frees your team to focus on high-impact work. This translates to faster time to market for innovative products that resonate with your customers. Service: &AI Unlearning Three days to build GenAI-powered experiences using and acquiring GenAI-powered processes. Want to know more about how you can grow your business using a humanity-centred approach to GenAI? Get in touch. Points of view See more Point of view – Apr 03, 2024 So far in 2024: AI innovation, regulation, and the ethical frontier Read more See more Point of view – Feb 01, 2024 AI and emerging technology: The key to a better travel experience? Read more Read more Point of view – Mar 05, 2024 Four ways to identify generative AI ideas with staying power Read more See more Point of view – Jan 15, 2025 How innovation is shaping the future of banking Read more Show more stories → Miguel Sabel Global Director of Strategy and Sustainability miguel.sabel@designit.com Dr. Pardis Shafafi Global Responsible Business Lead, Oslo pardis.shafafi@designit.com LinkedIn Jonathan Kahan Strategic Design Director, Madrid jonathan.kahan@designit.com",4494469e8682f784e0698d1485c527c2,,2025-09-09T07:24:26.905440
www.designit.com,https://www.designit.com/cookies,cookies,"C o o k i e p o l i c y We, Designit A/S, Bygmestervej 61, 2400 Copenhagen NV, Denmark, with business registration number: 35 39 89 10 (also referred to as “we”, “us”, and “our”) use cookies and related technologies to collect and process information about our visitors and users and their use of our services. In this cookie policy, you may read about what a cookie is and our and our partners' use of cookies and related technologies. Please see also the Privacy Notice regarding our processing of personal data. The cookie policy applies to our use of cookies and related technologies on our website https://www.designit.com/ The website uses cookies and related technologies to obtain and process information regarding users' use of the website. A cookie is a small data file that is transferred to your device (e.g. your phone or your computer) for record-keeping purposes. For example, a cookie could allow the website to recognize your browser, while another could store your preferences and other information. Your browser may allow you to set how it handles cookies, such as declining all cookies or prompting you to decide whether to accept each cookie. Please note that some parts of the website may not work as intended or may not work at all without cookies. For further guidance on how to delete or decline cookies, please see clause 11. There are two types of cookies used on the website, namely “persistent cookies” and “session cookies”. Session cookies will normally expire when you close your browser, while persistent cookies will remain on your device after you close your browser and can be used again the next time you access the website. The cookies placed by the website will expire at the latest 2 years after your last visit to the website if you do not delete them before such time. The website uses a range of cookies and related tracking technologies for a number of purposes, including the following: to enable, facilitate and streamline the functioning of the website across different webpages, devices and browser sessions. to simplify your access to and use of the website and make it more seamless. to monitor and analyze the performance, operation and effectiveness of the website, so that we can improve and optimize it. We may also allow our partners to place cookies on your device. Our partners’ cookies are intended to obtain information to help them provide services to us. Cookies placed by our partners include the following: Google Analytics uses cookies to track how you use our website. If you wish to disable the use of cookies by the website and/or other websites or if you wish to delete already placed cookies, we recommend that you follow the following guidelines depending on your browser. Chrome: Guidance for Google Chrome Edge: Guidance for Microsoft Edge Flash: Guidance for flash cookies Internet Explorer: Guidance for Microsoft Internet Explorer Opera: Guidance for Opera Safari: Guidance for Safari (iphone and ipad) Safari: Guidance for Safari (mac) If your browser is not mentioned above or if a link does not provide you with the help you need, we recommend visiting the Help portion of your browser’s toolbar or searching for ""cookies"" in connection with the name of your web browser on the internet. If you have any questions regarding our use of cookies, please contact us at data@designit.com .",8b21352d3f44c129f9225f3a2e5d5f8a,,2025-09-09T07:24:26.905440
